stream,packet_length,timestamp,source_ip,destination_ip,time_difference,direction
0,36,2026-02-13 11:17:23.988479,192.168.56.102,192.168.56.103,0.021135,client to server
0,36,2026-02-13 11:17:23.988890,192.168.56.103,192.168.56.102,0.000411,server to client
0,36,2026-02-13 11:17:24.017073,192.168.56.102,192.168.56.103,0.028183,client to server
0,36,2026-02-13 11:17:24.017796,192.168.56.103,192.168.56.102,0.000723,server to client
0,36,2026-02-13 11:17:24.042867,192.168.56.102,192.168.56.103,0.025071,client to server
0,36,2026-02-13 11:17:24.043159,192.168.56.103,192.168.56.102,0.000292,server to client
0,36,2026-02-13 11:17:24.065746,192.168.56.102,192.168.56.103,0.022587,client to server
0,36,2026-02-13 11:17:24.066034,192.168.56.103,192.168.56.102,0.000288,server to client
0,36,2026-02-13 11:17:24.086391,192.168.56.102,192.168.56.103,0.020357,client to server
0,36,2026-02-13 11:17:24.086699,192.168.56.103,192.168.56.102,0.000308,server to client
0,36,2026-02-13 11:17:24.109812,192.168.56.102,192.168.56.103,0.023113,client to server
0,36,2026-02-13 11:17:24.110122,192.168.56.103,192.168.56.102,0.00031,server to client
0,0,2026-02-13 11:17:24.154387,192.168.56.102,192.168.56.103,0.044265,client to server
0,36,2026-02-13 11:17:24.155604,192.168.56.102,192.168.56.103,0.001217,client to server
0,36,2026-02-13 11:17:24.156045,192.168.56.103,192.168.56.102,0.000441,server to client
0,0,2026-02-13 11:17:24.158709,192.168.56.102,192.168.56.103,0.002664,client to server
0,36,2026-02-13 11:17:24.200826,192.168.56.102,192.168.56.103,0.042117,client to server
0,36,2026-02-13 11:17:24.201591,192.168.56.103,192.168.56.102,0.000765,server to client
0,0,2026-02-13 11:17:24.204153,192.168.56.102,192.168.56.103,0.002562,client to server
0,36,2026-02-13 11:17:24.220620,192.168.56.102,192.168.56.103,0.016467,client to server
0,36,2026-02-13 11:17:24.221394,192.168.56.103,192.168.56.102,0.000774,server to client
0,36,2026-02-13 11:17:24.243459,192.168.56.102,192.168.56.103,0.022065,client to server
0,36,2026-02-13 11:17:24.243890,192.168.56.103,192.168.56.102,0.000431,server to client
0,36,2026-02-13 11:17:24.262446,192.168.56.102,192.168.56.103,0.018556,client to server
0,36,2026-02-13 11:17:24.266021,192.168.56.103,192.168.56.102,0.003575,server to client
0,36,2026-02-13 11:17:24.287190,192.168.56.102,192.168.56.103,0.021169,client to server
0,36,2026-02-13 11:17:24.287469,192.168.56.103,192.168.56.102,0.000279,server to client
0,36,2026-02-13 11:17:24.315581,192.168.56.102,192.168.56.103,0.028112,client to server
0,36,2026-02-13 11:17:24.315868,192.168.56.103,192.168.56.102,0.000287,server to client
0,0,2026-02-13 11:17:24.360401,192.168.56.102,192.168.56.103,0.044533,client to server
0,36,2026-02-13 11:17:24.604712,192.168.56.102,192.168.56.103,0.244311,client to server
0,52,2026-02-13 11:17:24.605893,192.168.56.103,192.168.56.102,0.001181,server to client
0,0,2026-02-13 11:17:24.608967,192.168.56.102,192.168.56.103,0.003074,client to server
0,44,2026-02-13 11:17:24.667846,192.168.56.103,192.168.56.102,0.058879,server to client
0,0,2026-02-13 11:17:24.674179,192.168.56.102,192.168.56.103,0.006333,client to server
0,108,2026-02-13 11:17:24.675121,192.168.56.103,192.168.56.102,0.000942,server to client
0,0,2026-02-13 11:17:24.678077,192.168.56.102,192.168.56.103,0.002956,client to server
0,36,2026-02-13 11:17:24.861863,192.168.56.102,192.168.56.103,0.183786,client to server
0,36,2026-02-13 11:17:24.862248,192.168.56.103,192.168.56.102,0.000385,server to client
0,0,2026-02-13 11:17:24.863924,192.168.56.102,192.168.56.103,0.001676,client to server
0,36,2026-02-13 11:17:24.883849,192.168.56.102,192.168.56.103,0.019925,client to server
0,36,2026-02-13 11:17:24.884242,192.168.56.103,192.168.56.102,0.000393,server to client
0,36,2026-02-13 11:17:24.905397,192.168.56.102,192.168.56.103,0.021155,client to server
0,36,2026-02-13 11:17:24.905777,192.168.56.103,192.168.56.102,0.00038,server to client
0,36,2026-02-13 11:17:24.933769,192.168.56.102,192.168.56.103,0.027992,client to server
0,36,2026-02-13 11:17:24.934462,192.168.56.103,192.168.56.102,0.000693,server to client
0,36,2026-02-13 11:17:24.960914,192.168.56.102,192.168.56.103,0.026452,client to server
0,36,2026-02-13 11:17:24.961278,192.168.56.103,192.168.56.102,0.000364,server to client
0,36,2026-02-13 11:17:24.972654,192.168.56.102,192.168.56.103,0.011376,client to server
0,36,2026-02-13 11:17:24.973232,192.168.56.103,192.168.56.102,0.000578,server to client
0,36,2026-02-13 11:17:24.993319,192.168.56.102,192.168.56.103,0.020087,client to server
0,36,2026-02-13 11:17:24.993759,192.168.56.103,192.168.56.102,0.00044,server to client
0,36,2026-02-13 11:17:25.014371,192.168.56.102,192.168.56.103,0.020612,client to server
0,36,2026-02-13 11:17:25.014772,192.168.56.103,192.168.56.102,0.000401,server to client
0,36,2026-02-13 11:17:25.036470,192.168.56.102,192.168.56.103,0.021698,client to server
0,36,2026-02-13 11:17:25.036993,192.168.56.103,192.168.56.102,0.000523,server to client
0,36,2026-02-13 11:17:25.056158,192.168.56.102,192.168.56.103,0.019165,client to server
0,36,2026-02-13 11:17:25.056435,192.168.56.103,192.168.56.102,0.000277,server to client
0,36,2026-02-13 11:17:25.076636,192.168.56.102,192.168.56.103,0.020201,client to server
0,36,2026-02-13 11:17:25.077083,192.168.56.103,192.168.56.102,0.000447,server to client
0,36,2026-02-13 11:17:25.106944,192.168.56.102,192.168.56.103,0.029861,client to server
0,36,2026-02-13 11:17:25.108126,192.168.56.103,192.168.56.102,0.001182,server to client
0,36,2026-02-13 11:17:25.134823,192.168.56.102,192.168.56.103,0.026697,client to server
0,36,2026-02-13 11:17:25.135271,192.168.56.103,192.168.56.102,0.000448,server to client
0,36,2026-02-13 11:17:25.155767,192.168.56.102,192.168.56.103,0.020496,client to server
0,36,2026-02-13 11:17:25.157801,192.168.56.103,192.168.56.102,0.002034,server to client
0,36,2026-02-13 11:17:25.177564,192.168.56.102,192.168.56.103,0.019763,client to server
0,36,2026-02-13 11:17:25.177853,192.168.56.103,192.168.56.102,0.000289,server to client
0,36,2026-02-13 11:17:25.206462,192.168.56.102,192.168.56.103,0.028609,client to server
0,36,2026-02-13 11:17:25.207132,192.168.56.103,192.168.56.102,0.00067,server to client
0,36,2026-02-13 11:17:25.232643,192.168.56.102,192.168.56.103,0.025511,client to server
0,36,2026-02-13 11:17:25.232933,192.168.56.103,192.168.56.102,0.00029,server to client
0,36,2026-02-13 11:17:25.271123,192.168.56.102,192.168.56.103,0.03819,client to server
0,36,2026-02-13 11:17:25.272160,192.168.56.103,192.168.56.102,0.001037,server to client
0,36,2026-02-13 11:17:25.292088,192.168.56.102,192.168.56.103,0.019928,client to server
0,36,2026-02-13 11:17:25.292390,192.168.56.103,192.168.56.102,0.000302,server to client
0,36,2026-02-13 11:17:25.322860,192.168.56.102,192.168.56.103,0.03047,client to server
0,36,2026-02-13 11:17:25.323814,192.168.56.103,192.168.56.102,0.000954,server to client
0,36,2026-02-13 11:17:25.353422,192.168.56.102,192.168.56.103,0.029608,client to server
0,36,2026-02-13 11:17:25.354620,192.168.56.103,192.168.56.102,0.001198,server to client
0,36,2026-02-13 11:17:25.380817,192.168.56.102,192.168.56.103,0.026197,client to server
0,36,2026-02-13 11:17:25.381881,192.168.56.103,192.168.56.102,0.001064,server to client
0,36,2026-02-13 11:17:25.415203,192.168.56.102,192.168.56.103,0.033322,client to server
0,36,2026-02-13 11:17:25.416682,192.168.56.103,192.168.56.102,0.001479,server to client
0,36,2026-02-13 11:17:25.446913,192.168.56.102,192.168.56.103,0.030231,client to server
0,36,2026-02-13 11:17:25.447723,192.168.56.103,192.168.56.102,0.00081,server to client
0,36,2026-02-13 11:17:25.468033,192.168.56.102,192.168.56.103,0.02031,client to server
0,36,2026-02-13 11:17:25.468893,192.168.56.103,192.168.56.102,0.00086,server to client
0,36,2026-02-13 11:17:25.488705,192.168.56.102,192.168.56.103,0.019812,client to server
0,36,2026-02-13 11:17:25.489462,192.168.56.103,192.168.56.102,0.000757,server to client
0,36,2026-02-13 11:17:25.511084,192.168.56.102,192.168.56.103,0.021622,client to server
0,36,2026-02-13 11:17:25.511930,192.168.56.103,192.168.56.102,0.000846,server to client
0,36,2026-02-13 11:17:25.531483,192.168.56.102,192.168.56.103,0.019553,client to server
0,36,2026-02-13 11:17:25.531848,192.168.56.103,192.168.56.102,0.000365,server to client
0,0,2026-02-13 11:17:25.658377,192.168.56.102,192.168.56.103,0.126529,client to server
